,Predicted_Survival
331,-0.017499462334681
332,-0.0191077340007245
333,-0.0166094285964319
334,-0.0105265825868863
335,-0.00708599140520244
336,-0.0134065525670396
337,-0.0129490859490746
338,-0.0125360377028132
339,-0.0144836970697262
340,-0.012393276371324
341,-0.0191077340007245
342,0.00106073480775701
343,-0.0162350510028913
344,-0.0086206025258541
345,-0.0153424540186374
346,-0.0144836970697262
347,-0.0144377807773771
348,-0.00843007243750205
349,-0.0191077340007245
350,-0.0166480992491526
351,-0.0140706488234649
352,-0.0140706488234649
353,-0.0128754254036827
354,-0.0150011569303884
355,-0.0146341482675028
356,-0.0102288741918976
357,-0.0140706488234649
358,-0.0191077340007245
359,-0.01653576805104
360,-0.0187064272598144
361,-0.0144836970697262
362,-0.0159648512140293
363,-0.0160460524434206
364,-0.0144836970697262
365,-0.0156447457025105
366,-0.0086206025258541
367,-0.018210454622847
368,-0.0181479647945792
369,-0.0143061901630119
370,-0.014135489093504
371,-0.0153424540186374
372,-0.0171718161391628
373,-0.0086206025258541
374,-0.0107850047052805
375,-0.0144836970697262
376,-0.0133452374100782
377,-0.00110992440101739
378,-0.00160827166604349
379,-0.0198210767306618
380,-0.0212721361801509
381,-0.0109278893277964
382,-0.0181479647945792
383,-0.0143061901630119
384,-0.0146341482675028
385,-0.0162350510028913
386,-0.0179081629389739
387,-0.0201233684145349
388,-0.0156447457025105
389,-0.0140706488234649
390,-0.0157437607595475
391,-0.0231850499718388
392,-0.0144836970697262
393,-0.014135489093504
394,-0.017499462334681
395,-0.0160460524434206
396,-0.0144836970697262
397,-0.0102288741918976
398,-0.0124623771574214
399,-0.0086206025258541
400,-0.00511071107627342
401,-0.014135489093504
402,-0.0144836970697262
403,-0.0231850499718388
404,-0.017499462334681
405,-0.018210454622847
406,-0.0113815752954738
407,-0.0100383441035455
408,-0.0140706488234649
409,-0.0187064272598144
410,-0.0144836970697262
411,-0.0191077340007245
412,-0.0106255976439233
413,-0.0144377807773771
414,-0.0102288741918976
415,-0.0181479647945792
416,-0.0231850499718388
417,-0.0086206025258541
418,-0.0102288741918976
419,-0.0140706488234649
420,-0.0181479647945792
421,-0.0086206025258541
422,-0.0196638645141074
423,-0.0102288741918976
424,-0.0124623771574214
425,-0.0128754254036827
426,-0.0143061901630119
427,-0.0150398275831091
428,-0.0179081629389739
429,-0.0143061901630119
430,-0.0143061901630119
431,-0.012393276371324
432,-0.0181440397170835
433,-0.0198210767306618
434,-0.0100383441035455
435,-0.0160460524434206
436,-0.0086206025258541
437,-0.0212721361801509
438,-0.00984801988234136
439,-0.0117982809009961
440,-0.0187064272598144
441,-0.0118325625690568
442,-0.0124623771574214
443,-0.0162998912729304
444,-0.00742544991756646
445,-0.014135489093504
446,-0.0181479647945792
447,-0.0198210767306618
448,-0.00749308761456288
449,-0.0108612960780569
450,-0.00947260316580893
451,-0.0212721361801509
452,-0.0126979184969684
453,-0.014135489093504
454,-0.00873659934369213
455,-0.0156447457025105
456,-0.0138078428979858
457,-0.0181479647945792
458,-0.0160460524434206
459,-0.014135489093504
460,-0.0144377807773771
461,-0.00843007243750205
462,-0.00391151009946348
463,0.000304642125644377
464,-0.00193622977053445
465,-0.0102288741918976
466,-0.00137273032649647
467,-0.017499462334681
468,-0.00521024444200554
469,-0.00304584226257911
470,-0.00304584226257911
471,-0.00160827166604349
472,-0.00586309454387211
473,-0.00696594601713903
474,-0.00264453552166904
475,-0.0048015438377126
476,-0.00230323843341998
477,-0.00294682720554209
478,-0.000280186959197588
479,-0.00178577857275781
480,-0.0135007959544379
481,-0.0115371338398335
482,-0.0115253923344822
483,-0.00779961452075296
484,-0.0108612960780569
485,-0.0160460524434206
486,-0.0107001988662722
487,-0.0156651981338643
488,-0.0165624775117418
489,-0.0115253923344822
490,-0.0117609336740292
491,-0.0136897945139086
492,-0.0145528991047883
493,-0.0131985042705648
494,-0.0172758202416791
495,-0.00984801988234136
496,-0.0130994892135278
497,-0.0117609336740292
498,-0.0136897945139086
499,-0.0112625864090031
500,-0.0156027083055965
501,-0.0156651981338643
502,-0.0185610130408405
503,-0.0166094285964319
504,-0.0185150967484914
505,-0.0201233684145349
506,-0.0181479647945792
507,-0.0181479647945792
508,-0.0185610130408405
509,-0.0128754254036827
510,-0.0170981555937709
511,-0.00391151009946348
512,-0.0187268796911683
513,-0.00936647463105908
514,-0.00264453552166904
515,-0.0133911537024273
516,-0.0125477792081645
517,-0.0135007959544379
518,-0.00491596539554715
519,-0.00521024444200554
520,-0.00712315823369341
521,-0.00936553395410203
522,-0.0144377807773771
523,-0.00607534603687144
524,-0.0165624775117418
525,-0.0128754254036827
526,-0.0166021829568035
527,-0.0134065525670396
528,-0.0166094285964319
529,-0.0124623771574214
530,-0.0117609336740292
531,-0.0175781119255522
532,-0.0103301689147
533,-0.0119661848337862
534,-0.0156027083055965
535,-0.0119384405807435
536,-0.00925302441201341
537,-0.0124559004414057
538,-0.0155978425511438
539,-0.0143061901630119
540,-0.0135882641441903
541,-0.0198210767306618
542,-0.0180151906334256
543,-0.0131985042705648
544,-0.01410284276017
545,-0.0156651981338643
546,-0.0137341823525939
547,-0.0128754254036827
548,-0.00160827166604349
549,-0.0130994892135278
550,-0.0144836970697262
551,-0.0130994892135278
552,-0.0212721361801509
553,-0.0231850499718388
554,-0.0128754254036827
555,-0.0181479647945792
556,-0.0108474205197838
557,-0.0136897945139086
558,-0.0058565831814784
559,-0.0143061901630119
560,-0.016952741374797
561,-0.0126979184969684
562,-0.0143061901630119
563,-0.00143757059653561
564,-0.016952741374797
565,-0.0160157565518578
566,-0.0181479647945792
567,-0.0143061901630119
568,-0.0143061901630119
569,-0.0108474205197838
570,-0.000693235205458927
571,-0.0160460524434206
572,-0.0191077340007245
573,-0.0181479647945792
574,-0.0117982809009961
575,-0.00984801988234136
576,-0.0134065525670396
577,-0.0191077340007245
578,-0.0212721361801509
579,0.000304642125644377
580,0.00142774347064254
581,-0.000547536858286483
582,-0.00544612122011513
583,0.00333238454286636
584,-0.00304584226257911
585,-0.0206397934828561
586,-0.00304584226257911
587,-0.00264453552166904
588,-0.00896422721319197
589,-0.0175781119255522
590,-0.0104871314748704
591,-0.00294682720554209
592,0.00235304748723277
593,-0.0185610130408405
594,-0.0130258766014593
595,-0.000971423585586403
596,-0.01410284276017
597,-0.0191077340007245
598,-0.00304584226257911
599,-0.00600850876284603
600,-0.00586309454387211
601,-0.00545004629761077
602,-0.0153629064499913
603,-0.0086206025258541
604,-0.000251167452106156
605,-0.00137273032649647
606,0.00112545178676949
607,-0.00447389764219438
608,-0.00487520438310445
609,-0.00708599140520244
610,-0.0198210767306618
611,-0.0145114413227689
612,-0.00742544991756646
613,-0.00521024444200554
614,-0.0064098155037561
615,-0.00857421768318253
616,-0.00173986228040867
617,0.000304642125644377
618,-0.00531727213645722
619,-0.00435357785281625
620,0.00185049797718455
621,-0.0198210767306618
622,0.000242226311141061
623,-0.0113408142830311
624,0.00246904430507081
625,-0.0128754254036827
626,-0.00160827166604349
627,0.00212541961773294
628,-0.00487520438310445
629,0.00246904430507081
630,-0.0144836970697262
631,-0.0086206025258541
632,-0.00334813394645216
633,-0.00138447183184774
634,-0.0064098155037561
635,0.000196055581153052
636,-0.00586309454387211
637,-0.0162350510028913
638,-0.0124556921858273
639,-0.0119384405807435
640,-0.0172758202416791
641,-0.0127971975296548
642,-0.0124559004414057
643,-0.0102288741918976
644,-0.0125361609938399
645,-0.0143061901630119
646,-0.0191077340007245
647,0.000242226311141061
648,-0.0146267793368478
649,-0.0140706488234649
650,-0.0160460524434206
651,-0.0160460524434206
652,-0.0143061901630119
653,-0.0135882641441903
654,-0.0106255976439233
655,-0.00946836794349191
656,-0.0140706488234649
657,-0.0187064272598144
658,-0.0100383441035455
659,-0.0191077340007245
660,-0.0175781119255522
661,-0.0181479647945792
662,-0.0165396931285357
663,-0.0165396931285357
664,-0.0182128050646183
665,-0.0165396931285357
666,-0.0212721361801509
667,-0.00545004629761077
668,-0.00334813394645216
669,-0.00312598215235296
670,0.00213716112308421
671,-0.00294682720554209
672,0.000304642125644377
673,0.00265957439342286
674,0.000304642125644377
675,-0.0201233684145349
676,-0.000708634070071165
677,-0.0126416389852951
678,-0.0119384405807435
679,-0.0130525860621612
680,-0.0160460524434206
681,-0.0117609336740292
682,-0.014135489093504
683,-0.00895248570784069
684,-0.0176138838925155
685,-0.0105724988792355
686,-0.0156675485756357
687,-0.0124623771574214
688,-0.0151965358102337
689,-0.0128365764069859
690,-0.0115253923344822
691,-0.0121348542529298
692,-0.0175781119255522
693,-0.0181479647945792
694,-0.0153629064499913
695,0.00212541961773294
696,0.00597893575465148
697,0.00015013928880391
698,-0.0181479647945792
699,-0.0181479647945792
700,-0.0154432246837411
701,-0.0111539474259739
702,-0.0126008779728524
703,-0.0128754254036827
704,-0.0125018629158153
705,-0.00586309454387211
706,0.00177002916917201
707,-0.0165396931285357
708,-0.0181479647945792
709,-0.0201233684145349
710,-0.0126979184969684
711,-0.010939507542121
712,-0.017499462334681
713,-0.00544612122011513
714,-0.0146341482675028
715,-0.00143757059653561
716,-0.00984801988234136
717,-0.0144377807773771
718,-0.00137273032649647
719,-0.0143061901630119
720,-0.0231850499718388
721,-0.0185610130408405
722,-0.00294682720554209
723,-0.0157437607595475
724,0.00246904430507081
725,-0.0135477470391279
726,-0.0187064272598144
727,-0.0135882641441903
728,-0.00289992405417542
729,-0.01410284276017
730,-0.00160827166604349
731,0.00217145920110874
732,-0.00294682720554209
733,0.00400365542572246
734,-0.017499462334681
735,-0.0171718161391628
736,-0.0191077340007245
737,-0.0039042644598351
738,-0.012393276371324
739,-0.00137273032649647
740,0.000235541339547026
741,-0.00487520438310445
742,-0.0115253923344822
743,-0.0118925242883944
744,-0.00487520438310445
745,-0.00193622977053445
746,-0.0116638931499132
747,0.00246904430507081
748,-0.00965431474295963
749,-0.00545004629761077
750,-0.0166480992491526
751,0.000161757503128518
752,-0.00531727213645722
753,-0.00712315823369341
754,-0.0102242909030133
755,-0.00178577857275781
756,-0.0125477792081645
757,-0.0109685270492124
758,-0.0187268796911683
759,-0.00304584226257911
760,-0.0166021829568035
761,-0.0215767783057953
762,-0.012393276371324
763,-0.0143061901630119
764,-0.0108612960780569
765,-0.0125371016707969
766,-0.0185610130408405
767,-0.0144377807773771
768,-0.0124623771574214
769,-0.0185610130408405
770,-0.016952741374797
771,-0.0109277660367697
772,-0.0117609336740292
773,-0.016952741374797
774,0.00172411287682287
775,-0.00545004629761077
776,-0.00137273032649647
777,-0.0115371338398335
778,-0.0181479647945792
779,-0.0191077340007245
780,-0.0130994892135278
781,-0.00304584226257911
782,0.00400365542572246
783,-0.0103448710097356
784,-0.00511071107627342
785,-0.00843007243750205
786,-0.00192886083987941
787,-0.00304584226257911
788,-0.00137273032649647
789,-0.0117609336740292
790,-0.00181352282580051
791,-0.0146341482675028
792,-0.00289992405417542
793,0.00333238454286636
794,-0.0069766625462416
795,-0.0128754254036827
796,-0.0153629064499913
797,-0.0191077340007245
798,-0.0128754254036827
799,-0.0160460524434206
800,-0.0157437607595475
801,-0.0191077340007245
802,-0.0128754254036827
803,-0.0191077340007245
804,-0.0191077340007245
805,-0.0128754254036827
806,-0.017499462334681
807,-0.0187064272598144
808,-0.0160460524434206
809,-0.0140569264678208
810,-0.0144377807773771
811,-0.0144377807773771
812,-0.0162998912729304
813,-0.0160460524434206
814,-0.0135007959544379
815,-0.0160460524434206
816,-0.0157437607595475
817,-0.0144836970697262
818,-0.0157437607595475
819,-0.0187064272598144
820,-0.0161611707708318
821,-0.0191077340007245
822,-0.0128754254036827
823,-0.0119384405807435
824,-0.0160460524434206
825,-0.0160460524434206
826,-0.0191077340007245
827,-0.0212721361801509
828,-0.017499462334681
829,-0.01653576805104
830,-0.0170981555937709
831,-0.0212721361801509
832,-0.0191077340007245
833,-0.0144377807773771
834,-0.0157437607595475
835,-0.0191077340007245
836,-0.0104871314748704
837,-0.0157437607595475
838,-0.0191077340007245
839,-0.0128754254036827
840,-0.0160460524434206
841,-0.014135489093504
842,-0.0128754254036827
843,-0.0160460524434206
844,-0.0191077340007245
845,-0.0160460524434206
846,-0.0170981555937709
847,-0.014135489093504
848,-0.018210454622847
849,-0.0064098155037561
850,-0.0201233684145349
851,-0.0144836970697262
852,-0.0191077340007245
853,-0.0157437607595475
854,-0.0191077340007245
855,-0.0135007959544379
856,-0.0160460524434206
857,-0.0135007959544379
858,-0.0106255976439233
859,-0.017499462334681
860,-0.014135489093504
861,-0.0119384405807435
862,-0.0128754254036827
863,-0.0191077340007245
864,-0.014135489093504
865,-0.0179081629389739
866,-0.014135489093504
867,-0.0198210767306618
868,-0.0172758202416791
869,-0.0144836970697262
870,-0.0086206025258541
871,-0.01653576805104
872,-0.0179081629389739
873,-0.0129490859490746
874,-0.018210454622847
875,-0.0185610130408405
876,-0.0191077340007245
877,-0.00181352282580051
878,-0.017499462334681
879,-0.0157437607595475
880,-0.0181597062999304
881,-0.0160460524434206
882,-0.017499462334681
883,-0.0086206025258541
884,0.000161757503128518
885,-0.0109738056201455
886,-0.0166094285964319
887,-0.0143061901630119
888,-0.0140706488234649
889,-0.017499462334681
890,-0.0215767783057953
891,-0.00996419504415541
892,-0.0144836970697262
893,-0.0128754254036827
894,-0.0143061901630119
895,-0.0124623771574214
896,-0.014135489093504
897,0.00142774347064254
898,-0.0143061901630119
899,-0.0157437607595475
900,-0.0069766625462416
901,-0.0144377807773771
902,-0.0191077340007245
903,-0.0128754254036827
904,-0.0128754254036827
905,-0.017499462334681
906,-0.0179081629389739
907,-0.0144377807773771
908,-0.0181479647945792
909,-0.0170981555937709
910,-0.0185610130408405
911,-0.0139895708851003
912,-0.0135477470391279
913,-0.0201233684145349
914,-0.0125360377028132
915,-0.0169164440166202
916,-0.0130182879841366
917,-0.0165624775117418
918,-0.014135489093504
919,-0.0179081629389739
920,-0.0191077340007245
921,-0.0144377807773771
922,-0.0144377807773771
923,-0.0191077340007245
924,-0.0191077340007245
925,-0.0160460524434206
926,-0.0165624775117418
927,-0.017499462334681
